Token,Chapter_Category,Word_Count,Token_Type,Has_Handshape_Analysis,Handshapes,Sign_Description
DO,Activities,1,Single word,Yes,"""D"" hand","Swing both ""D"" hands from left to right with palms facing down."
DOCTOR,Work,1,Single word,Yes,"""D"" hand","Tap the left wrist with the fingers of the ""D"" hand."
DOCUMENT,Politics,1,Single word,Yes,"""A"" hand","Stamp the left palm with the ""A"" hand slightly."
DOG,Animals,1,Single word,Yes,Middle finger (8),Slap the right hand against your waist and snap your middle finger.
DON'T BOTHER ME,Idiomatic Expressions,3,Multi-word phrase,Yes,Fist / closed hand,Slap your right fist into the left palm a few times.
DON'T CARE,Idiomatic Expressions,2,Multi-word phrase,Yes,"""C"" hand","Cup the ear with the ""C"" hand and curve it forward to the temple so that the hand faces back."
DON'T KNOW,Ideas and Mental Action,2,Multi-word phrase,Yes,Flat hand,Touch your forehead with the flat hand and rotate it forward.
DON'T LIKE YOU,Idiomatic Expressions,3,Multi-word phrase,No,,"With the modified A"" hand, rotate your wrist back and forth slightly."
DON'T WANT TROUBLE,Idiomatic Expressions,3,Multi-word phrase,No,,Tap the fingers of your right hand in the left palm.
DONKEY,Animals,1,Single word,Yes,"""U"" hand","Place the ""U"" hands on your temples with palms facing forward and bend the fingers a few times."
DOOR,Home and Clothing,1,Single word,Yes,"""B"" hand","Hold both ""B"" hands together at the front and twist the right hand to the left while the left remains."
DORMITORY,Home and Clothing,1,Single word,Yes,"""D"" hand","Place the fingertips of the ""D"" hand first at the mouth then at the cheek."
DOUBT,Ideas and Mental Action,1,Single word,Yes,"""A"" hand","Place both ""A"" hands at shoulder level with thumbs pointing inward and rotate them in opposite diretions."
DOWN,Opposites and Questions,1,Single word,Yes,Index finger (1),Use the right index finger to point down to the floor.
DR. ANDREW FOSTER,Education and Communication,3,Multi-word phrase,Yes,"""A"" hand","Tap the ""A"" hand flat against the side of your neck twice."
DR. HILA LIMANN,Politics,3,Multi-word phrase,Yes,"""H"" hand","Tap the ""H"" hand to the forehead twice."
DRAMA,Sports and Games,1,Single word,Yes,"""D"" hand","Alternate circling both ""D"" hands against your body."
DREAM,Ideas and Mental Action,1,Single word,Yes,"""X"" hand; Index finger (1)","With the index finger at your temple, bounce the ""X"" hand forward a few times."
DRESS,Home and Clothing,1,Single word,Yes,"""D"" hand","Draw both ""D"" hands down the body, stopping at the waist."
DRINK,Food,1,Single word,Yes,"""C"" hand","Move the ""C"" hand in a short arc toward the mouth."
DRIVER,Work,1,Single word,Yes,"""A"" hand; Flat hand","Twist both ""A"" hands in front of you like a steering wheel then slide your flat hands down the body."
DROP,Activities,1,Single word,Yes,"""S"" hand; Open hand","Move the right ""S"" hand down into the open hand at your side."
DRUMS,Sports and Games,1,Single word,Yes,Index finger (1),Alternate moving both index fingers down from the sides of the body.
DRY,Opposites and Questions,1,Single word,Yes,"""D"" hand","Slide the right ""D"" hand across your chin from left to right."
DUCK,Animals,1,Single word,Yes,"""N"" hand","Point the ""N"" fingers and thumb forward in front of the mouth and open and close the fingers and thumb."
DUTY,Activities,1,Single word,Yes,"""D"" hand","Move the ""D"" hand back and forth along the back of the left hand."
DVD,Technology,1,Single word,No,,
E,Technology,1,Single letter,No,,
E-MAIL,Technology,1,Hyphenated compound,Yes,"""E"" hand; Index finger (1)","Place the ""E"" hand on the left index finger and draw it forward."
EAR,Health,1,Single word,Yes,Index finger (1),Point to your ear with the index finger.
EARLY,Time,1,Single word,Yes,Middle finger (8),Touch the right middle finger to the back of your left hand and flick the hand forward.
EARTH,Science and Nature,1,Single word,Yes,Middle finger (8),Grasp the left wrist with the thumb and middle finger then rock the right hand back and forth slightly.
EAST,Travel and Directions,1,Single word,Yes,"""E"" hand","Slide the right ""E"" hand to the right."
EASTER,Festivals and Holidays,1,Single word,Yes,"""E"" hand","Place both ""E"" hands at shoulder level and circle them in opposite directions."
EASTERN REGION,Travel and Directions,2,Multi-word phrase,No,,"Sign the letters ""E"" and ""R"" while moving your hand slightly to the right."
EASY,Opposites and Questions,1,Single word,Yes,Open hand,Brush the right open hand against the back of the left fingertips a few times.
EASY TALK,Idiomatic Expressions,2,Multi-word phrase,Yes,Middle finger (8),"With the middle finger and thumb touching, pull the hand forward from the mouth."
EAT,Food,1,Single word,Yes,AND hand (flat O),"Move the ""AND"" hand toward the mouth a few times."
ECONOMICS,Education and Communication,1,Single word,Yes,"""E"" hand","Slide the upturned ""E"" hand across the left palm"
EDUCATION,Education and Communication,1,Single word,Yes,"""D"" hand; ""E"" hand","Place both ""E"" hands at your shoulders and slightly move the hands upward into ""D"" hands."
EFFECT,Ideas and Mental Action,1,Single word,Yes,Flat hand; Middle finger (8),1. Draw your right middle finger across the left wrist 2. Fan your right flat hand in front of your body.
EGG,Food,1,Single word,Yes,"""H"" hand","Place the fingers of both ""H"" hands together as you move both hands down at the wrists."
EGYPT,Travel and Directions,1,Single word,Yes,"""E"" hand","Place one ""E"" hand at your head and the other at your abdomen, then cross arms and touch both shoulders."
ELDER,Work,1,Single word,Yes,"""A"" hand; ""S"" hand","Place the ""S"" hand on your chin then swing down and out to the side with the ""A"" hand."
ELECTRICTY,Science and Nature,1,Single word,Yes,"""V"" hand","Tap the knuckles of both bent ""V"" hands together a few times."
ELEPHANT,Animals,1,Single word,Yes,"""S"" hand","Place the ""S"" hand at the mouth and move it down and forward in a wavy motion."
EMBARRASED,Idiomatic Expressions,1,Single word,Yes,"""E"" hand","Face both ""E"" hands forward and swing them around to point at your face."
EMOTION,Emotions and Character,1,Single word,Yes,"""E"" hand","Circle both ""E"" hands in front of your body alternately."
EMPTY,Money,1,Single word,Yes,Middle finger (8),Place the right middle finger on the back of the downturned hand and slide the right hand to the side.
EMPTY HEADED,Emotions and Character,2,Multi-word phrase,Yes,Middle finger (8),Trace the top of your head with the middle finger.
EMPTY THE BOWL,Idiomatic Expressions,3,Multi-word phrase,Yes,Curved hand,Scoop your left palm with the curved hand then draw your right hand down your mouth.
ENCOURAGE,Activities,1,Single word,Yes,Open hand,Place both open hands facing forward at the sides of the body and slightly dip them forward a few times.
END,Travel and Directions,1,Single word,Yes,"""E"" hand","Strike the knickles of both ""E"" hands together by moving the right hand down."
ENEMY,"Family, People, and Pronouns",1,Single word,Yes,Index finger (1),Point the two index fingers toward each other and move them outward sharply in opposite directions.
ENERGY,Science and Nature,1,Single word,Yes,"""E"" hand","Touch the ""E"" hand to the left shoulder and rotate it forward to the inner elbow."
ENGAGED,"Family, People, and Pronouns",1,Single word,Yes,"""E"" hand","Circle the right ""E"" hand over the left hand, then place it on the left ring finger."
ENGLAND,Travel and Directions,1,Single word,Yes,Flat hand,Cradle the flat left hand in your right and pull both hands back toward your body.
ENTER,Travel and Directions,1,Single word,Yes,Curved hand,"While holding the left curved hand in front of you, slide the right had underneath it."
ENVELOPE,Education and Communication,1,Single word,Yes,"""C"" hand; AND hand (flat O); Flat hand; Open hand","1. Pull the open hand from the chest into ""AND"" hand 2. Slde the ""C"" hand over the flat left hand."
ENVIRONMENT,Science and Nature,1,Single word,Yes,"""E"" hand; Index finger (1)","Swing the ""E"" hand around the left index finger."
EQUAL,Money,1,Single word,Yes,Bent hand,Bring the fingertips of both bent hands together with palms facing down.
ERASER,Education and Communication,1,Single word,Yes,AND hand (flat O),"Rub the ""AND"" hand across the left palm."
ERECTION,Health,1,Single word,Yes,Index finger (1),"Place your left index finger on the right as it is tilted downward, then rotate your right hand upward."
ESCAPE,Activities,1,Single word,Yes,Index finger (1); Middle finger (8),Move the right index finger out from between the index and middle fingers of the left hand.
EUROPE,Travel and Directions,1,Single word,Yes,"""E"" hand","Circle the face with the ""E"" hand."
EVANGELIST,Religion,1,Single word,Yes,"""E"" hand","Stirke the ""E"" hand forward from the shoulder."
EVE,Religion,1,Single word,Yes,"""E"" hand","Place the ""E"" hand at the right side of your jaw."
EVENING,Time,1,Single word,Yes,Flat hand,"With your left arm in front of your body, place the right arm and flat hand pointed forward."
EVERY,Grammar and Parts of Speech,1,Single word,Yes,"""A"" hand","Hold both ""A"" hands to the front then strike the knuckles of the right hand against the left thumb."
EVERYONE,"Family, People, and Pronouns",1,Single word,Yes,"""A"" hand","1. Pull right ""A"" hand over left ""A"" hand towards body. 2. Make the sign for ""1."""
EVICT,Idiomatic Expressions,1,Single word,Yes,Clawed hand; Flat hand,"Push the ""claw hand"" across the flat left hand."
EVIL,Religion,1,Single word,Yes,"""E"" hand","Place the ""E"" hand against your nose then push it down and to the left."
EXAGGERATE,Education and Communication,1,Single word,Yes,"""S"" hand","Place both ""S"" hands together in front of your chest then wave the right hand forward in a wavy motion."
EXAMINE,Activities,1,Single word,Yes,"""V"" hand","Point the fingertips of both ""V"" hands at each other then bend the fingers as you pull each hand away."
EXAMPLE,Education and Communication,1,Single word,Yes,"""E"" hand","Place the fingers of the ""E"" hand in the left palm and push both hands forward."
EXCHANGE,Activities,1,Single word,Yes,"""A"" hand","Place one modified ""A"" hand slightly in front of the other then switch positions a few times."
EXCUSE,Activities,1,Single word,Yes,"""E"" hand","Slide the right the ""E"" hand across the left palm."
EXECUTIVE,Politics,1,Single word,Yes,"""E"" hand","Place the ""E"" hand on your right chest then move it to the left chest."
EXPIERENCE,Ideas and Mental Action,1,Single word,No,,Place your fingers on your head and thumbs on your ears then pull hands down while closing the fingers.
EXPLAIN,Education and Communication,1,Single word,Yes,"""F"" hand","Move both ""F"" hands back and forth in front of your body with fingertips forward."
EYE,Health,1,Single word,Yes,Index finger (1),Point to your eye with the index finger.
FACE,Health,1,Single word,Yes,"""F"" hand","Circle the face with the ""F"" hand."
FACE TO FACE,Idiomatic Expressions,3,Multi-word phrase,Yes,Flat hand,Face both flat hands at each other and rotate them in opposite directions.
FACEBOOK,Technology,1,Single word,Yes,"""F"" hand; Flat hand","Circle your face with the ""F"" hand and then open and close both flat hands like a book."
FAECES,Health,1,Single word,Yes,"""A"" hand","Pull the right ""A"" hand thumb out from the bottom of the left ""A"" hand."
FAIL,Education and Communication,1,Single word,Yes,"""F"" hand","Place the upturned ""F"" hand into the left palm and slide it forward over the palm."
FAIR,Emotions and Character,1,Single word,Yes,"""F"" hand","Press both ""F"" hands forward at shoulder level."
FAITH,Religion,1,Single word,Yes,"""F"" hand","Draw the right ""F"" hand forward over the top of the left ""F"" hand."
FALL,Sports and Games,1,Single word,Yes,"""V"" hand","Stand the right ""V"" fingers in the left palm then flip the hand over so the back of the hand rests in the palm."
FALSE,Opposites and Questions,1,Single word,Yes,Index finger (1),Brush the right index finger across the tip of the nose in a sideways movement across the mouth.
FAMILY,"Family, People, and Pronouns",1,Single word,Yes,"""F"" hand; Little finger (I)","Place both ""F"" hands together with palms facing front and twist forward, bringing the little fingers together."
FAN,Home and Clothing,1,Single word,Yes,Index finger (1),Use the index finger to make a large circle in the air above your head.
FANICE,Food,1,Single word,Yes,"""B"" hand","Place the ""B"" hand at your mouth and open and close your mouth."
FANTE KENKEY,Food,2,Multi-word phrase,Yes,"""F"" hand","Hold the ""F"" hand at the wrist and wiggle it back and forth at the wrist."
FAR,Opposites and Questions,1,Single word,Yes,"""A"" hand","Pass the right ""A"" hand far ahead of the left ""A"" hand."
FARM,Science and Nature,1,Single word,Yes,"""F"" hand","Slide the ""F"" hand from the left side of your chin the the right."
FARMER,Work,1,Single word,Yes,"""F"" hand; Flat hand","Slide the ""F"" hand from the left side of your chin the the right then slide your flat hands down the body."
FAST,Opposites and Questions,1,Single word,No,,Rapidly brush the right fingertips in an upward motion against the left fingertips a few times.
FASTING,Religion,1,Single word,Yes,"""F"" hand","With the ""F"" hand, trace your lips as if locking them."
FAT,Opposites and Questions,1,Single word,Yes,Open hand,Place both curved open hands at your cheeks then move the hands outward in opposite directions.
FATHER,"Family, People, and Pronouns",1,Single word,Yes,Open hand,Touch the forehead with the thumb of your open hand.
FAVOURITE,Ideas and Mental Action,1,Single word,Yes,Middle finger (8),Stroke the chin with your middle finger.
FEAR,Emotions and Character,1,Single word,Yes,Open hand,Move both open hands side-toside in front of your body.
FEBRUARY,Time,1,Single word,Yes,"""F"" hand","Press ""F"" hand into the left palm then the back of the left hand."
FED UP,Idiomatic Expressions,2,Multi-word phrase,No,,"With the palm facing down, move the right hand from the chest to under the chin."
FEEL,Emotions and Character,1,Single word,Yes,Middle finger (8),Draw the right middle finger up over your heart.
FEEL STRONGLY,Idiomatic Expressions,2,Multi-word phrase,Yes,Middle finger (8),Touch your middle finger to your heart and draw upward a few times.
FEET,Health,1,Single word,Yes,Middle finger (8),Drop the middle finger to the back of your left hand.
FESTIVAL,Festivals and Holidays,1,Single word,Yes,"""F"" hand","Place both ""F"" hands at your shoulders and circle in opposite directions."
FETU AFAHYE,Festivals and Holidays,2,Multi-word phrase,Yes,"""X"" hand; Index finger (1)","With both index fingers pointing upward, alternately bring down each hand into the ""X"" hand."
FILM MAKER,Work,2,Multi-word phrase,Yes,"""A"" hand; Flat hand","Circle the ""A"" hand next to the open left palm then slide your flat hands down the body."
FINANCIAL,Money,1,Single word,Yes,"""F"" hand","Slide the back of the right ""F"" hand into the upturned palm a few times."
FIND,Opposites and Questions,1,Single word,Yes,"""F"" hand; Open hand","Hold the open hand in front with the palm facing down then lift into the ""F"" hand."
FINE,Education and Communication,1,Single word,Yes,Open hand,Place the thumb of the right open hand against your chest.
FINGERSPELL,Education and Communication,1,Single word,No,,"With your palm facing down, move the right hand to the right while you wiggle the fingers."
FINISH,Activities,1,Single word,Yes,Open hand,Hold both open hands to the front with palms facing each other and shake the hands quickly outward.
FIRE,Science and Nature,1,Single word,Yes,Curved hand,Wiggle the fingers of both curved hands as you move them up and down.
FIRST,Money,1,Single word,Yes,Index finger (1),Swing your right index finger to tap the left thumb.
FISH,Animals,1,Single word,No,,Place the fingertips of the left hand at the wrist of the right and swing it back and forth a few times.
FIT,Activities,1,Single word,Yes,"""F"" hand; ""T"" hand","Hold both ""F"" hands in front of the body then switch to both ""T"" hands."
FIX,Activities,1,Single word,Yes,"""R"" hand","Place the fingers of the ""R"" hand into the left palm and twist the right hand at the wrist."
FLAG,Travel and Directions,1,Single word,Yes,"""F"" hand","Place the right arm and ""F"" hand resting on the left hand and wave the hand back and forth."
FLATULENCE,Health,1,Single word,Yes,"""P"" hand; Middle finger (8)","Strike the middle fingertips of both ""P"" hands together in front of your body."
FLIRTING,Idiomatic Expressions,1,Single word,Yes,"""X"" hand","Place the ""X"" hand at your waist and pull back on the pointer finger a few times."
FLOOD,Science and Nature,1,Single word,Yes,Open hand,Lift both open hands from your waist.
FLOOR,Home and Clothing,1,Single word,Yes,Flat hand,Place both flat hands together with palms down in front of your body and move both outward.
FLOWER,Science and Nature,1,Single word,Yes,AND hand (flat O),"Slide the ""AND"" hand across your mouth a few times."
FLYING INSECT,Animals,2,Multi-word phrase,Yes,Open hand,Touch the thumbs of both open hands and wiggle the fingers as you move both hands upward and forward.
FOCUS,Ideas and Mental Action,1,Single word,Yes,Flat hand,Pull both flat hands from your temples to in front of yourself.
FOLLOW,Travel and Directions,1,Single word,Yes,"""A"" hand","Place both ""A"" hands facing forward with thumbs up and wave them forward."
FOOLISH,Emotions and Character,1,Single word,Yes,"""Y"" hand","Sweep the ""Y"" hand across your forehead."
FOOTBALL,Sports and Games,1,Single word,Yes,"""S"" hand; Index finger (1)","Tap the right index finger at the wrist of the left ""S"" hand and swing the left hand upward."
FOR,Grammar and Parts of Speech,1,Single word,Yes,Index finger (1),Place the index finger at the temple then move it forward from the head.
FORCE,Activities,1,Single word,Yes,Clawed hand,Move the right clawed hand over the left wrist.
FORCE TO JOIN,Idiomatic Expressions,3,Multi-word phrase,Yes,"""A"" hand","Use modified ""A"" hands to forcefully pull upward toward yourself."
FOREIGN,Travel and Directions,1,Single word,Yes,"""F"" hand","Circle your left elbow with the ""F"" hand."
FOREIGN PERSON,"Family, People, and Pronouns",2,Multi-word phrase,No,,Rub your forearm with your hand.
FOREST,Science and Nature,1,Single word,Yes,Open hand,Place your right elbow on the left hand and wiggle the right open hand as you move both arms to the left.
FOREVER,Time,1,Single word,Yes,"""E"" hand; Index finger (1)","Place the right index finger against your temple then circle the ""E"" hand in front of your body."
FORGET,Ideas and Mental Action,1,Single word,Yes,"""A"" hand; Flat hand","Wipe your flat hand across your forehead and close into ""A"" hand."
FORGIVE,Religion,1,Single word,Yes,Flat hand,Slide the fingertips of one flat hand over the fingertips of the other.
FORK,Food,1,Single word,Yes,"""V"" hand","Bring the ""V"" hand up from your left palm to your mouth."
FORWARD,Travel and Directions,1,Single word,Yes,Curved hand,"With both curved hands in front of y ou, slide the right hand forward."
FOX,Animals,1,Single word,Yes,"""F"" hand","Place the circle formed by the thumb and index finger of the ""F"" hand over your nose and twist to the left."
FRANCE,Travel and Directions,1,Single word,Yes,"""F"" hand","Place the ""F"" hand with palm facing you then flick your hand forward."
FREE,Politics,1,Single word,Yes,"""F"" hand","Cross both ""F"" hands over each other in front of your body then open your arms and rotate hands forward."
FREEDOM,Politics,1,Single word,Yes,"""D"" hand; ""F"" hand","1. Uncross the ""F"" hands in front of you 2. Circle the ""D"" hand over the left and place on wrist."
FRIDAY,Time,1,Single word,Yes,"""F"" hand","With your wrist pointing toward your body, rotate the ""F"" hand."
FRIEND,"Family, People, and Pronouns",1,Single word,Yes,Index finger (1),Interlock the right and left index fingers and repeat in reverse.
FROG,Animals,1,Single word,Yes,"""V"" hand","Hold the curved ""V"" hand under the chin and flick your fingers open and closed a few times."
FROM,Travel and Directions,1,Single word,Yes,"""X"" hand; Index finger (1)","Touch the ""X"" hand to the left index finger and pull away toward yourself."
FRUIT,Food,1,Single word,Yes,"""F"" hand","Place the thumb and index finger of the ""F"" hand on the cheek and twist back and forth."
FRUSTRATE,Emotions and Character,1,Single word,Yes,"""F"" hand","Slide both ""F"" hands down from head level."
FUFU,Food,1,Single word,Yes,"""S"" hand","Place both ""S"" hands one over the other and bring them up and down with force."
FULL,Money,1,Single word,Yes,"""S"" hand; Flat hand","Move the flat hand over the thumb edge of the left ""S"" hand."
FUNERAL,Festivals and Holidays,1,Single word,Yes,"""F"" hand","Place both ""F"" hands in front of your face and bounce them forward."
FUNNY,Emotions and Character,1,Single word,Yes,Middle finger (8),Wave your index and middle fingers at the tip of your nose.
FUTURE,Time,1,Single word,Yes,"""F"" hand","Place the ""F"" hand at the side of your face and draw it forward."
GAME,Sports and Games,1,Single word,Yes,"""A"" hand","Hold both ""A"" hands to the sides of the chest and bring the hands firmly together until the knuckles touch."
GANG,"Family, People, and Pronouns",1,Single word,Yes,Open hand,Place the thumb of the open hand at the nose and wiggle the fingers.
GARDEN EGG,Food,2,Multi-word phrase,Yes,"""A"" hand; ""H"" hand","Brush the thumbs of both ""A"" hands together then drop both ""H"" hands at the wrists as the fingers touch."
GARI,Food,1,Single word,Yes,Open hand,"With the right thumb against the left palm, wiggle the fingers of the right open hand."
GARLIC,Food,1,Single word,Yes,"""O"" hand; Flat hand","1. Twist the ""O"" hand at your cheek. 2. Wave the flat hand in front of your nose."
GATE,Home and Clothing,1,Single word,Yes,Flat hand,Touch the fingertips of both flat hands and swing the right hand forward while the left remains still.
GBEOGO SCHOOL FOR THE DEAF,Travel and Directions,5,Multi-word phrase,Yes,"""B"" hand","Sign the letter ""B"" at shoulder level and then rotate your hand slightly to the curved ""B"" hand."
GENDER,Health,1,Single word,Yes,"""Q"" hand","Place the ""Q"" hand against your left shoulder."
GENTLEMAN,"Family, People, and Pronouns",1,Single word,Yes,AND hand (flat O); Open hand,"Make the sign for ""BOY"" then place the open hand with your thumb against your chest."
GERM,Health,1,Single word,Yes,Index finger (1),Wiggle the right index finger across the left palm.
GERMANY,Travel and Directions,1,Single word,Yes,Flat hand,Place the right flat hand into the inner thumb of the left hand and wiggle all fingers.
GETTING AWAY,Idiomatic Expressions,2,Multi-word phrase,Yes,Flat hand,Slide both flat hands in opposite directions at face level.
GHANA,Travel and Directions,1,Single word,Yes,"""G"" hand","Sweep the ""G"" hand over your upturned palm and toward your body."
GIFT,Activities,1,Single word,Yes,"""A"" hand","With the left modified ""A"" hand slightly in front of the right, dip both hands forward slightly."
GINGER,Food,1,Single word,Yes,"""H"" hand","Rub the right ""H"" hand fingers back and forth over the left fingers."
GIRAFFE,Animals,1,Single word,Yes,"""C"" hand","Place the ""C"" hand on then neck and move the hand in an upward direction."
GIRL,"Family, People, and Pronouns",1,Single word,Yes,"""A"" hand","Trace the jawbone from ear to chin with the thumb of the ""A"" hand."
GLASS,Home and Clothing,1,Single word,Yes,Middle finger (8),Touch the teeth with the middle finger.
GLORY,Religion,1,Single word,No,,Touch the top of the left hand with your right hand then move the hand up while wiggling the fingers.
GLOVES,Home and Clothing,1,Single word,Yes,Curved hand; Open hand,Hold the left open hand up with palm facing yourself then pull the curved hand down the wrist.
GO,Opposites and Questions,1,Single word,Yes,Index finger (1),Point both index fingers outward with palms down then rotate the hands up and out.
GOAL,Ideas and Mental Action,1,Single word,Yes,Index finger (1),Move your right index finger from your temple to meet the left index finger at your front.
GOAL KEEPER,Sports and Games,2,Multi-word phrase,Yes,Flat hand,Bring both curved flat hands together into your chest.
GOAT,Animals,1,Single word,Yes,"""H"" hand","Place the ""H"" hand on the chin then on the forehead."
GOD,Religion,1,Single word,Yes,Flat hand,"With the left hand in the inner elbow, swing your right arm upward with a flat hand."
GOLD,Science and Nature,1,Single word,Yes,"""G"" hand","Place the ""G"" hand by the ear and swing it back and forth."
GOLF,Sports and Games,1,Single word,No,,Bring your hands together to the side of your body and swing both hands across your body.
GOOD,Opposites and Questions,1,Single word,Yes,Flat hand,Place the fingers of the flat hand at the lips then move the hand down into the left palm.
GOSPEL,Religion,1,Single word,Yes,"""Q"" hand","Pull the ""Q"" hand down from your mouth and pass it over your upturned palm."
GOSSIP,Education and Communication,1,Single word,Yes,Index finger (1),Wiggle your right index finger under your nose.
GOVERNMENT,Politics,1,Single word,Yes,"""G"" hand","Starting at the temple, swing the ""G"" hand around to the forehead."
GRACE,Religion,1,Single word,Yes,Flat hand,Alternate bouncing each flat hand forward over the other hand.
GRANDFATHER,"Family, People, and Pronouns",1,Single word,Yes,Open hand,Touch the forehead with the thumb of your open hand then move the hand in forward arcs.
GRANDMOTHER,"Family, People, and Pronouns",1,Single word,Yes,Open hand,Touch the chin with the thumb of your open hand then move the hand in forward arcs.
GRASP INFORMATION,Idiomatic Expressions,2,Multi-word phrase,Yes,"""V"" hand","Pull both curved ""V"" hands from in front of your face to your temples."
GRASS,Science and Nature,1,Single word,Yes,"""G"" hand","Place the wirst of the ""G"" hand on the downturned left hand and swing it back and forth."
GRASSCUTTER,Animals,1,Single word,Yes,"""V"" hand","Open and close both curved ""V"" hands at the wrists so the fingertips meet in front of your face."
GREEN,Colours,1,Single word,Yes,"""G"" hand","Shake the ""G"" hand at the wrist."
GREEN PEPPER,Food,2,Multi-word phrase,Yes,"""G"" hand; ""V"" hand","1. Shake the ""G"" hand at the wrist. 2.Twist the ""V"" hand back and forth at your cheek."
GREET,Education and Communication,1,Single word,Yes,"""B"" hand","Place the fingers of the ""B"" hand against your temple and draw the hand forward."
GRILLED MAIZE,Food,2,Multi-word phrase,Yes,Index finger (1),Place the index finger in front of the mouth and twist the hand back and forth.
GROUNDNUT,Food,1,Single word,Yes,"""A"" hand","Place the ""A"" hand at your mouth and blow onto the hand as you rub your fingers together."
GROUP,"Family, People, and Pronouns",1,Single word,Yes,"""G"" hand; Little finger (I)","Place both ""G"" hands together with palms facing front and twist forward, bringing the little fingers together."
GROW,Science and Nature,1,Single word,Yes,"""A"" hand; ""C"" hand","Grasp the right ""A"" hand with the left ""C"" hand then slide the right hand upward while opening the fingers."
GUESS,Ideas and Mental Action,1,Single word,Yes,"""C"" hand; ""S"" hand","Move the ""C"" hand across the forehead and close downward into the ""S"" hand."
GUILTY,Emotions and Character,1,Single word,Yes,"""Q"" hand","Curve the ""Q"" hand forward and then back to your chest while closing the fingers together."
GUINEA FOWL,Animals,2,Multi-word phrase,Yes,"""X"" hand","Place the back of the ""X"" hand against the forehead."
GUINNESS,Food,1,Single word,Yes,"""G"" hand","Place the ""G"" hand against the cheek and rotate in a backward motion."
GUM,Food,1,Single word,Yes,"""N"" hand","Place the fingers of the ""N"" hand on your cheek and bend the wrist up and down."
HAIRCUT,Home and Clothing,1,Single word,Yes,"""V"" hand","Open and close the ""V"" hand fingers near the hair several times."
HALELUJAH,Religion,1,Single word,Yes,"""X"" hand; Flat hand","Circle both ""X"" hands forward then bring them together as flat hands."
HALF,Money,1,Single word,Yes,Flat hand,Slide the edge of the right flat hand backward against the palm of the left hand.
HALF ASSINA,Sports and Games,2,Multi-word phrase,Yes,"""A"" hand; ""H"" hand","Place the ""H"" hand on your wrist then place the ""A"" hand on your fingertips."
HAND,Health,1,Single word,Yes,Open hand,"With your left open hand facing you, grasp the left wrist."
HANDBALL,Sports and Games,1,Single word,Yes,"""S"" hand; Open hand","Move the ""S"" hand forward in an arc as it turns into an open hand."
HAPPEN,Ideas and Mental Action,1,Single word,Yes,Index finger (1),Place both index fingers on your forehead then rotate forward and drop to your abdomen.
HAPPY,Emotions and Character,1,Single word,Yes,Flat hand,Sweep both flat hands upward from your waist.
HARD,Opposites and Questions,1,Single word,Yes,"""V"" hand","Knock the curved ""V"" hand against the back of the left hand."
HARMATTAN,Science and Nature,1,Single word,Yes,Index finger (1),Pull the right index finger down your bottom lip.
HAT,Home and Clothing,1,Single word,Yes,"""Y"" hand","Bring the ""Y"" hands down on both sides of the head."
HATE,Emotions and Character,1,Single word,Yes,Middle finger (8),Flick both middle fingers and thumbs together at your side.
HAVE,Activities,1,Single word,Yes,Bent hand,Place both bent hands against your chest.
HAVEN'T SEEN BEFORE,Idiomatic Expressions,3,Multi-word phrase,Yes,"""V"" hand; Open hand","1. Touch middle finger of the ""V"" hand under your eye 2. Wave your open hand side-to-side in front of you."
HEAD,Health,1,Single word,Yes,Flat hand,Place the flat hand on top of your head.
HEADACHE,Health,1,Single word,Yes,Index finger (1),Point both index fingers at your forehead.
HEADMASTER,Work,1,Single word,Yes,Clawed hand; Curved hand,Place the curved hand on the forehead then place the clawed hand on the right shoulder.
HEAR,Health,1,Single word,Yes,Clawed hand,Tap the clawed hand over your ear twice.
HEARING AID,Health,2,Multi-word phrase,Yes,"""X"" hand","Place the pointer finger of the ""X"" hand around your right ear."
HEARING IS DEAD,Idiomatic Expressions,3,Multi-word phrase,Yes,Index finger (1),"1. Point to your ear with your index finger. 2. With hands facing opposite directions, rotate inward."
HEART,Health,1,Single word,Yes,"""A"" hand","Tap your left chest with the ""A"" hand twice."
HEART BEATING FAST,Idiomatic Expressions,3,Multi-word phrase,Yes,"""S"" hand","Rapidly beat the ""S"" hand over your heart."
HEARTS OF OAK,Sports and Games,3,Multi-word phrase,Yes,Index finger (1),Use both index fingers to draw a heart over your chest.
HEAVEN,Religion,1,Single word,Yes,Flat hand,Place one flat hand on top of the other and repeat with the opposite hand while moving upward.
HEAVY,Opposites and Questions,1,Single word,Yes,"""H"" hand","Place the right ""H"" hand fingers on the left ""H"" hand fingers and move both hands downward."
HELICOPTER,Travel and Directions,1,Single word,Yes,"""A"" hand; Open hand","Place the plam of your right open hand on the thumb of the left ""A"" hand and wiggle your fingers."
HELL,Religion,1,Single word,Yes,"""H"" hand","Swing the ""H"" hand across your waist."
HELLO,Education and Communication,1,Single word,Yes,"""H"" hand","Place the fingers of the ""H"" hand against your temple and draw the hand forward."
HELP,Activities,1,Single word,Yes,"""A"" hand","Place the right ""A"" hand with the thumb up into the left palm and raise both hands upward."
HERE,Travel and Directions,1,Single word,Yes,Flat hand,Point your flat hands downward and gently shake them side-to-side.
HIDE,Activities,1,Single word,Yes,"""A"" hand","Move the right ""A"" hand under the palm of the left hand."
